Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
10625_6#93,2010,Japan,Asia,S,0.25,32,0.125,0.38,3,4,2958,204,0.25,32,0.125,0.38,3,4,-2,5,-3,-1.395928676,1.584962501,2,0,1,0,0,1,1
10625_6#94,2010,Philippines,Asia,S,0.38,32,0.125,0.25,3,3,1407,127,0.38,32,0.125,0.25,3,3,-1.395928676,5,-3,-2,1.584962501,1.584962501,0,1,0,0,1,1
10625_6#95,2011,Pakistan,Asia,S,0.19,3,0.008,0.016,3,0.38,6319,368,0.19,3,0.008,0.016,3,0.38,-2.395928676,1.584962501,-6.965784285,-5.965784285,1.584962501,-1.395928676,0,1,0,0,1,0
10868_8#1,2008,The Netherlands,Europe,S,0.75,32,0.094,0.19,3,3,1407,127,0.75,32,0.094,0.19,3,3,-0.415037499,5,-3.411195433,-2.395928676,1.584962501,1.584962501,0,1,0,0,1,1
10868_8#10,2008,Germany,Europe,S,0.25,32,0.008,0.016,2,1.5,3698,246,0.25,32,0.008,0.016,2,1.5,-2,5,-6.965784285,-5.965784285,1,0.584962501,0,1,0,0,1,1
10868_8#11,2008,Germany,Europe,S,0.125,0.003,0.002,0.016,48,0.38,3760,253,0.125,0.003,0.002,0.016,48,0.38,-3,-8.380821784,-8.965784285,-5.965784285,5.584962501,-1.395928676,0,0,0,0,1,0
10868_8#12,2008,Greece,Europe,R,0.064,1.5,0.003,0.016,24,32,2272,181,0.064,1.5,0.003,0.016,24,32,-3.965784285,0.584962501,-8.380821784,-5.965784285,4.584962501,5,0,1,0,0,1,1
10868_8#15,2008,Poland,Europe,R,0.094,1,0.004,0.032,24,32,3798,268,0.094,1,0.004,0.032,24,32,-3.411195433,0,-7.965784285,-4.965784285,4.584962501,5,0,0,0,0,1,1
10868_8#16,2008,Slovakia,Europe,S,0.25,0.003,0.003,0.023,0.75,0.25,3753,249,0.25,0.003,0.003,0.023,0.75,0.25,-2,-8.380821784,-8.380821784,-5.442222329,-0.415037499,-2,0,0,0,0,0,0
10868_8#17,2008,Spain,Europe,S,0.19,0.004,0.003,0.016,0.75,0.19,26,193,0.19,0.004,0.003,0.016,0.75,0.19,-2.395928676,-7.965784285,-8.380821784,-5.965784285,-0.415037499,-2.395928676,0,0,0,0,0,0
10868_8#18,2008,Spain,Europe,S,0.5,32,0.016,0.016,2,1,292,203,0.5,32,0.016,0.016,2,1,-1,5,-5.965784285,-5.965784285,1,0,0,1,0,0,1,0
10868_8#19,2008,Spain,Europe,S,0.5,6,0.002,0.016,0.25,0.023,69,381,0.5,6,0.002,0.016,0.25,0.023,-1,2.584962501,-8.965784285,-5.965784285,-2,-5.442222329,0,1,0,0,0,0
10868_8#2,2008,The Netherlands,Europe,S,0.75,32,0.094,0.19,4,2,1407,127,0.75,32,0.094,0.19,4,2,-0.415037499,5,-3.411195433,-2.395928676,2,1,0,1,0,0,1,1
10868_8#20,2008,Spain,Europe,S,0.5,0.008,0.003,0.016,0.75,0.094,2992,206,0.5,0.008,0.003,0.016,0.75,0.094,-1,-6.965784285,-8.380821784,-5.965784285,-0.415037499,-3.411195433,0,0,0,0,0,0
10868_8#21,2008,Spain,Europe,S,0.5,0.008,0.094,0.125,3,2,225,179,0.5,0.008,0.094,0.125,3,2,-1,-6.965784285,-3.411195433,-3,1.584962501,1,0,0,0,0,1,1
10868_8#22,2008,Turkey,Asia,S,0.25,0.002,0.002,0.016,0.75,0.016,1993,168,0.25,0.002,0.002,0.016,0.75,0.016,-2,-8.965784285,-8.965784285,-5.965784285,-0.415037499,-5.965784285,0,0,0,0,0,0
10868_8#23,2008,Turkey,Asia,S,0.19,0.003,0.003,0.016,1,0.125,3780,262,0.19,0.003,0.003,0.016,1,0.125,-2.395928676,-8.380821784,-8.380821784,-5.965784285,0,-3,0,0,0,0,0,0
10868_8#24,2008,UK,Europe,S,0.38,0.003,0.006,0.016,1.5,0.38,3767,256,0.38,0.003,0.006,0.016,1.5,0.38,-1.395928676,-8.380821784,-7.380821784,-5.965784285,0.584962501,-1.395928676,0,0,0,0,1,0
10868_8#27,2008,Slovenia,Europe,S,0.023,0.003,0.002,0.016,0.125,0.008,4,274,0.023,0.003,0.002,0.016,0.125,0.008,-5.442222329,-8.380821784,-8.965784285,-5.965784285,-3,-6.965784285,0,0,0,0,0,0
10868_8#28,2008,Slovenia,Europe,S,0.125,32,0.047,0.094,1.5,1,1407,127,0.125,32,0.047,0.094,1.5,1,-3,5,-4.411195433,-3.411195433,0.584962501,0,0,1,0,0,1,0
10868_8#29,2008,Slovenia,Europe,S,0.047,3,0.008,0.047,0.5,0.19,2970,205,0.047,3,0.008,0.047,0.5,0.19,-4.411195433,1.584962501,-6.965784285,-4.411195433,-1,-2.395928676,0,1,0,0,0,0
10868_8#3,2008,The Netherlands,Europe,S,0.75,32,0.094,0.19,4,3,1407,127,0.75,32,0.094,0.19,4,3,-0.415037499,5,-3.411195433,-2.395928676,2,1.584962501,0,1,0,0,1,1
10868_8#30,2009,Norway,Europe,S,0.75,32,0.125,0.19,4,4,3149,212,0.75,32,0.125,0.19,4,4,-0.415037499,5,-3,-2.395928676,2,2,0,1,0,0,1,1
10868_8#31,2009,Norway,Europe,S,0.19,32,0.032,0.023,4,2,225,179,0.19,32,0.032,0.023,4,2,-2.395928676,5,-4.965784285,-5.442222329,2,1,0,1,0,0,1,1
10868_8#32,2009,Norway,Europe,S,0.25,32,0.012,0.016,128,0.5,5030,321,0.25,32,0.012,0.016,128,0.5,-2,5,-6.380821784,-5.965784285,7,-1,0,1,0,0,1,0
10868_8#33,2009,Norway,Europe,R,0.19,3,0.004,0.016,24,3,5027,320,0.19,3,0.004,0.016,24,3,-2.395928676,1.584962501,-7.965784285,-5.965784285,4.584962501,1.584962501,0,1,0,0,1,1
10868_8#34,2009,Norway,Europe,R,0.19,0.006,0.006,0.016,1,1.5,5268,326,0.19,0.006,0.006,0.016,1,1.5,-2.395928676,-7.380821784,-7.380821784,-5.965784285,0,0.584962501,0,0,0,0,0,1
10868_8#35,2009,Norway,Europe,S,0.25,32,0.19,0.38,3,2,1407,127,0.25,32,0.19,0.38,3,2,-2,5,-2.395928676,-1.395928676,1.584962501,1,0,1,0,0,1,1
10868_8#37,2009,Norway,Europe,R,0.25,8,0.012,0.016,256,32,1431,130,0.25,8,0.012,0.016,256,32,-2,3,-6.380821784,-5.965784285,8,5,0,1,0,0,1,1
10868_8#38,2009,Norway,Europe,R,0.19,8,0.094,0.064,128,32,1405,126,0.19,8,0.094,0.064,128,32,-2.395928676,3,-3.411195433,-3.965784285,7,5,0,1,0,0,1,1
10868_8#39,2009,Norway,Europe,R,0.25,3,0.023,0.016,3,8,5054,322,0.25,3,0.023,0.016,3,8,-2,1.584962501,-5.442222329,-5.965784285,1.584962501,3,0,1,0,0,1,1
10868_8#40,2009,Estonia,Europe,S,0.094,0.003,0.002,0.016,0.125,0.032,7483,398,0.094,0.003,0.002,0.016,0.125,0.032,-3.411195433,-8.380821784,-8.965784285,-5.965784285,-3,-4.965784285,0,0,0,0,0,0
10868_8#41,2009,Estonia,Europe,S,0.125,0.003,0.002,0.016,0.125,0.032,7483,398,0.125,0.003,0.002,0.016,0.125,0.032,-3,-8.380821784,-8.965784285,-5.965784285,-3,-4.965784285,0,0,0,0,0,0
10868_8#42,2009,Belarus,Europe,S,0.38,0.004,0.001,0.008,0.25,0.032,387,271,0.38,0.004,0.001,0.008,0.25,0.032,-1.395928676,-7.965784285,-9.965784285,-6.965784285,-2,-4.965784285,0,0,0,0,0,0
10868_8#43,2009,Belarus,Europe,S,0.125,0.004,0.016,0.064,0.25,0.75,2873,201,0.125,0.004,0.016,0.064,0.25,0.75,-3,-7.965784285,-5.965784285,-3.965784285,-2,-0.415037499,0,0,0,0,0,0
10868_8#44,2009,Belarus,Europe,S,0.047,0.003,0.008,0.032,16,0.125,807,412,0.047,0.003,0.008,0.032,16,0.125,-4.411195433,-8.380821784,-6.965784285,-4.965784285,4,-3,0,0,0,0,1,0
10868_8#45,2009,Belarus,Europe,S,0.5,0.12,0.023,0.064,1,1.5,4559,304,0.5,0.12,0.023,0.064,1,1.5,-1,-3.058893689,-5.442222329,-3.965784285,0,0.584962501,0,0,0,0,0,1
10868_8#46,2009,Belarus,Europe,S,0.5,0.12,0.023,0.064,1,1.5,285,198,0.5,0.12,0.023,0.064,1,1.5,-1,-3.058893689,-5.442222329,-3.965784285,0,0.584962501,0,0,0,0,0,1
10868_8#47,2009,Belarus,Europe,S,0.5,0.12,0.012,0.032,0.125,1,4562,305,0.5,0.12,0.012,0.032,0.125,1,-1,-3.058893689,-6.380821784,-4.965784285,-3,0,0,0,0,0,0,0
10868_8#48,2009,Belarus,Europe,S,1.5,0.12,0.032,0.032,1.5,1,4564,306,1.5,0.12,0.032,0.032,1.5,1,0.584962501,-3.058893689,-4.965784285,-4.965784285,0.584962501,0,0,0,0,0,1,0
10868_8#49,2009,Belarus,Europe,S,0.75,0.12,0.047,0.094,1.5,1.5,4569,307,0.75,0.12,0.047,0.094,1.5,1.5,-0.415037499,-3.058893689,-4.411195433,-3.411195433,0.584962501,0.584962501,0,0,0,0,1,1
10868_8#5,2008,Armenia,Asia,S,0.19,0.006,0.002,0.016,0.25,0.016,3790,264,0.19,0.006,0.002,0.016,0.25,0.016,-2.395928676,-7.380821784,-8.965784285,-5.965784285,-2,-5.965784285,0,0,0,0,0,0
10868_8#50,2009,Belarus,Europe,S,0.064,0.015,0.004,0.008,0.125,0.064,4571,308,0.064,0.015,0.004,0.008,0.125,0.064,-3.965784285,-6.058893689,-7.965784285,-6.965784285,-3,-3.965784285,0,0,0,0,0,0
10868_8#51,2009,Belarus,Europe,S,0.125,0.003,0.016,0.064,0.75,0.5,1929,166,0.125,0.003,0.016,0.064,0.75,0.5,-3,-8.380821784,-5.965784285,-3.965784285,-0.415037499,-1,0,0,0,0,0,0
10868_8#52,2009,Slovenia,Europe,S,0.094,0.004,0.012,0.016,0.75,0.75,359,243,0.094,0.004,0.012,0.016,0.75,0.75,-3.411195433,-7.965784285,-6.380821784,-5.965784285,-0.415037499,-0.415037499,0,0,0,0,0,0
10868_8#53,2009,Slovenia,Europe,S,0.5,0.016,0.032,0.023,2,1,5568,333,0.5,0.016,0.032,0.023,2,1,-1,-5.965784285,-4.965784285,-5.442222329,1,0,0,0,0,0,1,0
10868_8#54,2009,Slovenia,Europe,R,0.125,8,0.012,0.016,32,8,5569,334,0.125,8,0.012,0.016,32,8,-3,3,-6.380821784,-5.965784285,5,3,0,1,0,0,1,1
10868_8#55,2009,Slovenia,Europe,S,0.19,32,0.016,0.023,1.5,2,225,179,0.19,32,0.016,0.023,1.5,2,-2.395928676,5,-5.965784285,-5.442222329,0.584962501,1,0,1,0,0,1,1
10868_8#56,2009,Slovenia,Europe,S,0.5,32,0.125,0.125,3,3,1407,127,0.5,32,0.125,0.125,3,3,-1,5,-3,-3,1.584962501,1.584962501,0,1,0,0,1,1
10868_8#57,2010,Estonia,Europe,S,0.5,0.006,0.002,0.016,0.094,0.047,1241,16,0.5,0.006,0.002,0.016,0.094,0.047,-1,-7.380821784,-8.965784285,-5.965784285,-3.411195433,-4.411195433,0,0,0,0,0,0
10868_8#58,2010,Estonia,Europe,R,0.125,4,0.012,0.016,16,12,211,173,0.125,4,0.012,0.016,16,12,-3,2,-6.380821784,-5.965784285,4,3.584962501,0,1,0,0,1,1
10868_8#59,2010,Estonia,Europe,S,1,0.006,0.002,0.016,1,0.19,2449,187,1,0.006,0.002,0.016,1,0.19,0,-7.380821784,-8.965784285,-5.965784285,0,-2.395928676,0,0,0,0,0,0
10868_8#6,2008,Bulgaria,Europe,S,0.25,8,0.064,0.032,2,1.5,1103,9,0.25,8,0.064,0.032,2,1.5,-2,3,-3.965784285,-4.965784285,1,0.584962501,0,1,0,0,1,1
10868_8#60,2010,Estonia,Europe,S,0.094,0.004,0.004,0.016,0.125,0.094,7485,399,0.094,0.004,0.004,0.016,0.125,0.094,-3.411195433,-7.965784285,-7.965784285,-5.965784285,-3,-3.411195433,0,0,0,0,0,0
10868_8#61,2010,Estonia,Europe,R,0.094,0.004,0.003,0.016,12,32,7487,400,0.094,0.004,0.003,0.016,12,32,-3.411195433,-7.965784285,-8.380821784,-5.965784285,3.584962501,5,0,0,0,0,1,1
10868_8#62,2010,Estonia,Europe,S,1.5,32,0.094,0.023,3,16,437,297,1.5,32,0.094,0.023,3,16,0.584962501,5,-3.411195433,-5.442222329,1.584962501,4,0,1,0,0,1,1
10868_8#63,2010,Belarus,Europe,S,0.25,0.004,0.002,0.016,0.19,0.023,1993,168,0.25,0.004,0.002,0.016,0.19,0.023,-2,-7.965784285,-8.965784285,-5.965784285,-2.395928676,-5.442222329,0,0,0,0,0,0
10868_8#64,2010,Belarus,Europe,S,0.75,0.12,0.094,0.016,3,3,285,198,0.75,0.12,0.094,0.016,3,3,-0.415037499,-3.058893689,-3.411195433,-5.965784285,1.584962501,1.584962501,0,0,0,0,1,1
10868_8#66,2010,Belarus,Europe,S,0.094,0.006,0.002,0.016,0.19,0.012,1120,10,0.094,0.006,0.002,0.016,0.19,0.012,-3.411195433,-7.380821784,-8.965784285,-5.965784285,-2.395928676,-6.380821784,0,0,0,0,0,0
10868_8#67,2010,Belarus,Europe,S,0.064,0.006,0.012,0.016,16,0.094,807,412,0.064,0.006,0.012,0.016,16,0.094,-3.965784285,-7.380821784,-6.380821784,-5.965784285,4,-3.411195433,0,0,0,0,1,0
10868_8#68,2010,Belarus,Europe,S,0.5,0.12,0.047,0.016,2,1.5,7476,395,0.5,0.12,0.047,0.016,2,1.5,-1,-3.058893689,-4.411195433,-5.965784285,1,0.584962501,0,0,0,0,1,1
10868_8#69,2010,Belarus,Europe,S,0.5,0.12,0.023,0.016,2,1.5,3150,213,0.5,0.12,0.023,0.016,2,1.5,-1,-3.058893689,-5.442222329,-5.965784285,1,0.584962501,0,0,0,0,1,1
10868_8#7,2008,Denmark,Europe,S,0.38,0.003,0.008,0.016,1,0.75,3766,255,0.38,0.003,0.008,0.016,1,0.75,-1.395928676,-8.380821784,-6.965784285,-5.965784285,0,-0.415037499,0,0,0,0,0,0
10868_8#70,2010,Belarus,Europe,S,0.047,6,0.006,0.016,0.5,0.25,2862,200,0.047,6,0.006,0.016,0.5,0.25,-4.411195433,2.584962501,-7.380821784,-5.965784285,-1,-2,0,1,0,0,0,0
10868_8#71,2010,Belarus,Europe,S,0.064,0.004,0.008,0.016,16,0.19,7436,393,0.064,0.004,0.008,0.016,16,0.19,-3.965784285,-7.965784285,-6.965784285,-5.965784285,4,-2.395928676,0,0,0,0,1,0
10868_8#72,2010,Belarus,Europe,S,0.38,0.12,0.047,0.016,1,1,7435,392,0.38,0.12,0.047,0.016,1,1,-1.395928676,-3.058893689,-4.411195433,-5.965784285,0,0,0,0,0,0,0,0
10868_8#73,2010,Spain,Europe,S,0.5,32,0.19,0.19,4,3,1407,127,0.5,32,0.19,0.19,4,3,-1,5,-2.395928676,-2.395928676,2,1.584962501,0,1,0,0,1,1
10868_8#74,2010,Poland,Europe,R,3,0.008,0.008,0.016,0.38,6,1478,135,3,0.008,0.008,0.016,0.38,6,1.584962501,-6.965784285,-6.965784285,-5.965784285,-1.395928676,2.584962501,1,0,0,0,0,1
10868_8#75,2010,Poland,Europe,S,0.19,0.002,0.002,0.016,0.016,0.002,-,1,0.19,0.002,0.002,0.016,0.016,0.002,-2.395928676,-8.965784285,-8.965784285,-5.965784285,-5.965784285,-8.965784285,0,0,0,0,0,0
10868_8#76,2010,Poland,Europe,S,0.25,16,0.016,0.016,0.38,0.5,225,179,0.25,16,0.016,0.016,0.38,0.5,-2,4,-5.965784285,-5.965784285,-1.395928676,-1,0,1,0,0,0,0
10868_8#77,2010,Poland,Europe,S,0.19,0.002,0.002,0.016,0.047,0.032,3916,272,0.19,0.002,0.002,0.016,0.047,0.032,-2.395928676,-8.965784285,-8.965784285,-5.965784285,-4.411195433,-4.965784285,0,0,0,0,0,0
10868_8#78,2010,Poland,Europe,R,0.047,0.25,0.004,0.016,4,1.5,5421,330,0.047,0.25,0.004,0.016,4,1.5,-4.411195433,-2,-7.965784285,-5.965784285,2,0.584962501,0,0,0,0,1,1
10868_8#79,2010,Poland,Europe,S,0.125,1.5,0.047,0.023,6,0.38,1405,126,0.125,1.5,0.047,0.023,6,0.38,-3,0.584962501,-4.411195433,-5.442222329,2.584962501,-1.395928676,0,1,0,0,1,0
10868_8#8,2008,Finland,Europe,R,0.5,32,0.023,0.047,4,0.75,3779,261,0.5,32,0.023,0.047,4,0.75,-1,5,-5.442222329,-4.411195433,2,-0.415037499,0,1,0,0,1,0
10868_8#80,2010,Poland,Europe,S,0.064,0.004,0.003,0.016,16,0.25,8376,417,0.064,0.004,0.003,0.016,16,0.25,-3.965784285,-7.965784285,-8.380821784,-5.965784285,4,-2,0,0,0,0,1,0
10868_8#81,2010,Poland,Europe,S,0.016,0.38,0.004,0.016,3,1.5,5421,330,0.016,0.38,0.004,0.016,3,1.5,-5.965784285,-1.395928676,-7.965784285,-5.965784285,1.584962501,0.584962501,0,0,0,0,1,1
10868_8#82,2010,Poland,Europe,S,0.19,4,0.032,0.032,48,0.5,1405,126,0.19,4,0.032,0.032,48,0.5,-2.395928676,2,-4.965784285,-4.965784285,5.584962501,-1,0,1,0,0,1,0
10868_8#83,2010,Poland,Europe,S,0.38,0.008,0.002,0.016,0.38,0.023,8378,418,0.38,0.008,0.002,0.016,0.38,0.023,-1.395928676,-6.965784285,-8.965784285,-5.965784285,-1.395928676,-5.442222329,0,0,0,0,0,0
10868_8#84,2010,Slovenia,Europe,R,0.125,2,0.008,0.016,32,4,5613,336,0.125,2,0.008,0.016,32,4,-3,1,-6.965784285,-5.965784285,5,2,0,1,0,0,1,1
10868_8#85,2010,Slovenia,Europe,S,0.064,0.006,0.006,0.016,0.38,0.25,5615,337,0.064,0.006,0.006,0.016,0.38,0.25,-3.965784285,-7.380821784,-7.380821784,-5.965784285,-1.395928676,-2,0,0,0,0,0,0
10868_8#87,2010,Slovenia,Europe,S,0.5,32,0.094,0.125,2,2,5570,335,0.5,32,0.094,0.125,2,2,-1,5,-3.411195433,-3,1,1,0,1,0,0,1,1
10868_8#88,2010,Slovenia,Europe,R,0.094,0.004,0.008,0.016,0.5,3,5616,338,0.094,0.004,0.008,0.016,0.5,3,-3.411195433,-7.965784285,-6.965784285,-5.965784285,-1,1.584962501,0,0,0,0,0,1
10868_8#89,2011,Estonia,Europe,S,0.094,0.003,0.004,0.016,0.125,0.094,7482,397,0.094,0.003,0.004,0.016,0.125,0.094,-3.411195433,-8.380821784,-7.965784285,-5.965784285,-3,-3.411195433,0,0,0,0,0,0
10868_8#9,2008,France,Europe,S,0.5,32,0.125,0.125,3,3,3158,214,0.5,32,0.125,0.125,3,3,-1,5,-3,-3,1.584962501,1.584962501,0,1,0,0,1,1
10868_8#90,2011,Estonia,Europe,R,0.5,24,0.012,0.016,32,8,3611,244,0.5,24,0.012,0.016,32,8,-1,4.584962501,-6.380821784,-5.965784285,5,3,0,1,0,0,1,1
10868_8#91,2011,Estonia,Europe,R,0.38,12,0.012,0.016,48,16,3611,244,0.38,12,0.012,0.016,48,16,-1.395928676,3.584962501,-6.380821784,-5.965784285,5.584962501,4,0,1,0,0,1,1
10868_8#92,2011,Estonia,Europe,S,0.25,0.006,0.002,0.016,0.38,0.047,1241,16,0.25,0.006,0.002,0.016,0.38,0.047,-2,-7.380821784,-8.965784285,-5.965784285,-1.395928676,-4.411195433,0,0,0,0,0,0
10868_8#93,2011,Estonia,Europe,S,0.094,0.004,0.004,0.016,0.125,0.094,7482,397,0.094,0.004,0.004,0.016,0.125,0.094,-3.411195433,-7.965784285,-7.965784285,-5.965784285,-3,-3.411195433,0,0,0,0,0,0
10868_8#94,2011,Belarus,Europe,S,0.5,32,0.032,0.016,2,1.5,3150,213,0.5,32,0.032,0.016,2,1.5,-1,5,-4.965784285,-5.965784285,1,0.584962501,0,1,0,0,1,1
10868_8#95,2011,Belarus,Europe,S,0.75,32,0.032,0.016,2,1.5,3150,213,0.75,32,0.032,0.016,2,1.5,-0.415037499,5,-4.965784285,-5.965784285,1,0.584962501,0,1,0,0,1,1
10900_8#1,2011,Belarus,Europe,S,0.064,0.004,0.002,0.016,0.19,0.064,7480,396,0.064,0.004,0.002,0.016,0.19,0.064,-3.965784285,-7.965784285,-8.965784285,-5.965784285,-2.395928676,-3.965784285,0,0,0,0,0,0
10900_8#10,2011,Poland,Europe,S,0.25,32,0.064,0.016,1,1,1861,164,0.25,32,0.064,0.016,1,1,-2,5,-3.965784285,-5.965784285,0,0,0,1,0,0,0,0
10900_8#11,2011,Poland,Europe,S,0.19,32,0.012,0.032,0.25,0.38,8385,420,0.19,32,0.012,0.032,0.25,0.38,-2.395928676,5,-6.380821784,-4.965784285,-2,-1.395928676,0,1,0,0,0,0
10900_8#12,2011,Poland,Europe,S,0.5,0.002,0.006,0.016,0.25,0.125,8390,423,0.5,0.002,0.006,0.016,0.25,0.125,-1,-8.965784285,-7.380821784,-5.965784285,-2,-3,0,0,0,0,0,0
10900_8#13,2011,Poland,Europe,S,0.19,32,0.023,0.016,2,0.75,8379,419,0.19,32,0.023,0.016,2,0.75,-2.395928676,5,-5.442222329,-5.965784285,1,-0.415037499,0,1,0,0,1,0
10900_8#14,2011,Poland,Europe,S,0.19,32,0.064,0.064,1.5,0.75,8386,421,0.19,32,0.064,0.064,1.5,0.75,-2.395928676,5,-3.965784285,-3.965784285,0.584962501,-0.415037499,0,1,0,0,1,0
10900_8#15,2011,Poland,Europe,S,1,32,0.064,0.125,2,2,1407,127,1,32,0.064,0.125,2,2,0,5,-3.965784285,-3,1,1,0,1,0,0,1,1
10900_8#16,2011,Poland,Europe,S,0.047,4,0.008,0.032,0.5,0.19,1407,127,0.047,4,0.008,0.032,0.5,0.19,-4.411195433,2,-6.965784285,-4.965784285,-1,-2.395928676,0,1,0,0,0,0
10900_8#17,2011,Poland,Europe,S,0.19,4,0.047,0.023,64,0.75,1405,126,0.19,4,0.047,0.023,64,0.75,-2.395928676,2,-4.411195433,-5.442222329,6,-0.415037499,0,1,0,0,1,0
10900_8#18,2011,Poland,Europe,S,0.5,32,0.094,0.125,3,2,1407,127,0.5,32,0.094,0.125,3,2,-1,5,-3.411195433,-3,1.584962501,1,0,1,0,0,1,1
10900_8#19,2011,Poland,Europe,S,0.125,0.004,0.004,0.016,16,0.004,8392,424,0.125,0.004,0.004,0.016,16,0.004,-3,-7.965784285,-7.965784285,-5.965784285,4,-7.965784285,0,0,0,0,1,0
10900_8#2,2011,Belarus,Europe,S,0.38,0.004,0.002,0.016,0.19,0.023,1993,168,0.38,0.004,0.002,0.016,0.19,0.023,-1.395928676,-7.965784285,-8.965784285,-5.965784285,-2.395928676,-5.442222329,0,0,0,0,0,0
10900_8#20,2011,Slovenia,Europe,R,0.125,2,0.016,0.016,1.5,16,8654,430,0.125,2,0.016,0.016,1.5,16,-3,1,-5.965784285,-5.965784285,0.584962501,4,0,1,0,0,1,1
10900_8#21,2011,Slovenia,Europe,S,0.5,0.004,0.003,0.016,0.75,0.19,5237,324,0.5,0.004,0.003,0.016,0.75,0.19,-1,-7.965784285,-8.380821784,-5.965784285,-0.415037499,-2.395928676,0,0,0,0,0,0
10900_8#22,2011,Slovenia,Europe,R,0.19,0.008,0.012,0.016,0.75,4,8658,431,0.19,0.008,0.012,0.016,0.75,4,-2.395928676,-6.965784285,-6.380821784,-5.965784285,-0.415037499,2,0,0,0,0,0,1
10900_8#23,2011,Slovenia,Europe,S,0.5,32,0.125,0.19,2,2,1407,127,0.5,32,0.125,0.19,2,2,-1,5,-3,-2.395928676,1,1,0,1,0,0,1,1
10900_8#24,2011,Slovenia,Europe,S,0.19,2,0.002,0.016,24,0.25,5405,329,0.19,2,0.002,0.016,24,0.25,-2.395928676,1,-8.965784285,-5.965784285,4.584962501,-2,0,1,0,0,1,0
10900_8#25,2012,Estonia,Europe,R,0.125,6,0.016,0.016,4,4,211,173,0.125,6,0.016,0.016,4,4,-3,2.584962501,-5.965784285,-5.965784285,2,2,0,1,0,0,1,1
10900_8#26,2012,Estonia,Europe,S,0.25,0.006,0.002,0.016,0.19,0.047,1241,16,0.25,0.006,0.002,0.016,0.19,0.047,-2,-7.380821784,-8.965784285,-5.965784285,-2.395928676,-4.411195433,0,0,0,0,0,0
10900_8#27,2012,Estonia,Europe,R,0.094,0.003,0.004,0.016,16,32,7487,400,0.094,0.003,0.004,0.016,16,32,-3.411195433,-8.380821784,-7.965784285,-5.965784285,4,5,0,0,0,0,1,1
10900_8#28,2012,Estonia,Europe,S,0.125,0.003,0.002,0.016,0.125,0.012,5185,323,0.125,0.003,0.002,0.016,0.125,0.012,-3,-8.380821784,-8.965784285,-5.965784285,-3,-6.380821784,0,0,0,0,0,0
10900_8#29,2012,Estonia,Europe,S,0.032,0.003,0.002,0.016,0.5,0.125,-,1,0.032,0.003,0.002,0.016,0.5,0.125,-4.965784285,-8.380821784,-8.965784285,-5.965784285,-1,-3,0,0,0,0,0,0
10900_8#3,2011,Belarus,Europe,S,0.19,0.003,0.002,0.016,0.25,0.023,1993,168,0.19,0.003,0.002,0.016,0.25,0.023,-2.395928676,-8.380821784,-8.965784285,-5.965784285,-2,-5.442222329,0,0,0,0,0,0
10900_8#30,2012,Poland,Europe,S,0.19,32,0.016,0.016,0.016,2,1340,124,0.19,32,0.016,0.016,0.016,2,-2.395928676,5,-5.965784285,-5.965784285,-5.965784285,1,0,1,0,0,0,1
10900_8#31,2012,Poland,Europe,S,0.125,8,0.008,0.032,0.008,0.38,8387,422,0.125,8,0.008,0.032,0.008,0.38,-3,3,-6.965784285,-4.965784285,-6.965784285,-1.395928676,0,1,0,0,0,0
10900_8#32,2012,Poland,Europe,S,0.19,0.006,0.008,0.016,0.5,0.5,8392,424,0.19,0.006,0.008,0.016,0.5,0.5,-2.395928676,-7.380821784,-6.965784285,-5.965784285,-1,-1,0,0,0,0,0,0
10900_8#33,2012,Poland,Europe,S,0.032,6,0.012,0.032,0.25,0.19,1407,127,0.032,6,0.012,0.032,0.25,0.19,-4.965784285,2.584962501,-6.380821784,-4.965784285,-2,-2.395928676,0,1,0,0,0,0
10900_8#34,2012,Poland,Europe,S,0.38,32,0.064,0.094,0.75,1.5,4275,295,0.38,32,0.064,0.094,0.75,1.5,-1.395928676,5,-3.965784285,-3.411195433,-0.415037499,0.584962501,0,1,0,0,0,1
10900_8#35,2012,Poland,Europe,S,0.25,8,0.032,0.094,0.5,0.5,8387,422,0.25,8,0.032,0.094,0.5,0.5,-2,3,-4.965784285,-3.411195433,-1,-1,0,1,0,0,0,0
10900_8#37,2012,Poland,Europe,S,0.75,32,0.064,0.094,1.5,2,1407,127,0.75,32,0.064,0.094,1.5,2,-0.415037499,5,-3.965784285,-3.411195433,0.584962501,1,0,1,0,0,1,1
10900_8#38,2012,Poland,Europe,S,0.064,0.003,0.002,0.016,0.125,0.16,6974,383,0.064,0.003,0.002,0.016,0.125,0.16,-3.965784285,-8.380821784,-8.965784285,-5.965784285,-3,-2.64385619,0,0,0,0,0,0
10900_8#39,2012,Poland,Europe,S,0.5,32,0.064,0.094,2,1.5,8387,422,0.5,32,0.064,0.094,2,1.5,-1,5,-3.965784285,-3.411195433,1,0.584962501,0,1,0,0,1,1
